ProductName,Stars,Ratings,Reviews,CurrentPrice,MRP,Processor,RAM,Storage,ImageURL
Lenovo Ideapad Gaming 3 Ryzen 5 Hexa Core AMD R5,4.4,525,69,53490,89490,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/kynb6vk0/computer/k/j/a/-original-imagaufne7h4hgbz.jpeg?q=70
HP 15s Intel Core i3 11th Gen,4.4,81,11,39000,47264,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,256 GB SSD,https://rukminim1.flixcart.com/image/312/312/kzrbiq80/computer/v/d/d/15s-fq2626tu-thin-and-light-laptop-hp-original-imagbpb2sztfprgz.jpeg?q=70
Lenovo Core i3 10th Gen,3.7,69,6,36490,42705,Intel Core i3 Processor (10th Gen),4 GB DDR4 RAM,1 TB HDD,https://rukminim1.flixcart.com/image/312/312/ktop5e80/computer/v/m/w/v15-iil-laptop-lenovo-original-imag6zenhnzvuhqf.jpeg?q=70
HP Core i3 11th Gen,3.7,6,0,38000,49990,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/ky4qgsw0/computer/j/f/5/240-g8-laptop-hp-original-imagaffva46zgucg.jpeg?q=70
Lenovo IdeaPad Slim 3 Core i3 11th Gen,4.2,19,0,33490,59390,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,256 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/p/m/w/-original-imagg5jscr4hcuqc.jpeg?q=70
Lenovo V15 Core i3 11th Gen,0,0,0,35500,50250,Intel Core i3 Processor (11th Gen),4 GB DDR4 RAM,256 GB SSD,https://rukminim1.flixcart.com/image/312/312/kuvkcy80/computer/w/a/q/v15-thin-and-light-laptop-lenovo-original-imag7wnrx4zfy6ar.jpeg?q=70
ASUS Core i3 10th Gen,4.3,108,11,34490,49500,Intel Core i3 Processor (10th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/a/3/9/x515ja-ej382ws-laptop-asus-original-imaghhwnkafntrrc.jpeg?q=70
ASUS Vivobook 15 Ryzen 3 Dual Core AMD Ryzen™ 3 3250U,4.3,109,27,35990,49990,AMD Ryzen 3 Dual Core Processor,8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/l3khsi80/computer/k/8/y/vivobook-15-m515da-laptop-asus-original-imagenrbgakkmbyb.jpeg?q=70
Lenovo Lenovo IdeaPad Slim 3 Intel Core i3 11th Gen,4.2,276,25,33890,48490,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,256 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/6/t/7/15itl05-thin-and-light-laptop-lenovo-original-imagheh5nvy6gq9k.jpeg?q=70
DELL Athlon Dual Core,0,0,0,36990,49833,AMD Athlon Dual Core Processor,8 GB DDR4 RAM,256 GB SSD,https://rukminim1.flixcart.com/image/312/312/l4pxk7k0/computer/f/5/a/inspiron-3511-laptop-dell-original-imagfjser6futeje.jpeg?q=70
DELL Inspiron 3510 Pentium Quad Core 11th Gen,3.3,3,0,29799,42999,Intel Pentium Quad Core Processor (11th Gen),4 GB DDR4 RAM,256 GB SSD,https://rukminim1.flixcart.com/image/312/312/kylvr0w0/computer/x/k/c/inspiron-laptop-dell-original-imagat4jfka6hv5q.jpeg?q=70
ASUS Vivobook 15 Ryzen 3 Dual Core AMD R3,4.4,414,48,35990,49990,AMD Ryzen 3 Dual Core Processor,8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/q/k/2/-original-imagg6t9zus8vhew.jpeg?q=70
HP intel Celeron Dual Core,4.1,23,2,21990,31139,Intel Celeron Dual Core Processor,4 GB LPDDR4 RAM,35.56 cm (14 Inch) Touchscreen Display,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/6/p/a/chromebook-chromebook-hp-original-imagkwj8tahdykbd.jpeg?q=70
HP Core i3 11th Gen,4.3,1367,142,38660,50744,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/kdoup3k0/computer/e/v/p/hp-original-imafujjhdwjjh9j8.jpeg?q=70
Lenovo Ideapad Slim 3 Core i3 10th Gen,4.3,242,23,36750,54999,Intel Core i3 Processor (10th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/keaaavk0/computer/x/m/y/lenovo-na-laptop-original-imafuzt8r5jqppfn.jpeg?q=70
Lenovo Core i3 10th Gen,4.3,779,76,37000,62190,Intel Core i3 Processor (10th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/keaaavk0/computer/x/m/y/lenovo-na-laptop-original-imafuzt8r5jqppfn.jpeg?q=70
ASUS TUF Gaming F15 Core i5 10th Gen,4.4,5280,523,49990,70990,Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/l3rmzrk0/computer/s/z/r/-original-imagetgzg4pgszmt.jpeg?q=70
HP 15s Core i3 11th Gen,4.3,546,68,38210,51333,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/kl5hh8w0/computer/c/j/8/hp-original-imagyckn3hqfgp4y.jpeg?q=70
HP Ryzen 3 Dual Core 3250U,3.7,40,3,35500,45818,AMD Ryzen 3 Dual Core Processor,8 GB DDR4 RAM,256 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/8/j/g/15s-eq1561au-thin-and-light-laptop-hp-original-imaggsgrjfzpawqa.jpeg?q=70
Lenovo Core i3 10th Gen,3.7,415,54,36990,57990,Intel Core i3 Processor (10th Gen),8 GB DDR4 RAM,1 TB HDD,https://rukminim1.flixcart.com/image/312/312/keaaavk0/computer/x/m/y/lenovo-na-laptop-original-imafuzt8r5jqppfn.jpeg?q=70
Lenovo IdeaPad 3 Ryzen 5 Hexa Core 5500U,4.3,1674,189,44276,68490,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/2/3/5/-original-imagg5hhjunrv4e4.jpeg?q=70
Lenovo IdeaPad 3 Core i3 10th Gen,3.9,3008,351,36800,58000,Intel Core i3 Processor (10th Gen),8 GB DDR4 RAM,1 TB HDD,https://rukminim1.flixcart.com/image/312/312/keaaavk0/computer/x/m/y/lenovo-na-laptop-original-imafuzt8r5jqppfn.jpeg?q=70
Lenovo IdeaPad Core i3 10th Gen,4.2,488,53,38500,52250,Intel Core i3 Processor (10th Gen),8 GB DDR4 RAM,256 GB SSD,https://rukminim1.flixcart.com/image/312/312/keaaavk0/computer/c/q/t/lenovo-na-thin-and-light-laptop-original-imafuzt873zgp9xe.jpeg?q=70
DELL Inspiron Athlon Dual Core 3050U,4.2,1042,84,36990,46240,Processor: AMD Athlon Silver 3050U (2.30 GHz up to 3.20 GHz),RAM & Storage: 8GB DDR4 & 256GB SSD,Software: Win 11 + Office H&S 2021,https://rukminim1.flixcart.com/image/312/312/l1dwknk0/computer/e/u/0/inspiron-3525-notebook-dell-original-imagcyrebyny33kd.jpeg?q=70
Lenovo IdeaPad 3 Core i3 11th Gen,4.2,960,74,33990,60890,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,256 GB SSD,https://rukminim1.flixcart.com/image/312/312/keaaavk0/computer/c/q/t/lenovo-na-thin-and-light-laptop-original-imafuzt873zgp9xe.jpeg?q=70
Lenovo IdeaPad Core i3 10th Gen,4.2,488,53,38500,52250,Intel Core i3 Processor (10th Gen),8 GB DDR4 RAM,256 GB SSD,https://rukminim1.flixcart.com/image/312/312/keaaavk0/computer/c/q/t/lenovo-na-thin-and-light-laptop-original-imafuzt873zgp9xe.jpeg?q=70
HP G8 Core i3 11th Gen,4.2,117,5,38999,43763,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/x/t/x/notebook-laptop-hp-original-imagjdywrx9g8yph.jpeg?q=70
Lenovo IdeaPad 3 Core i3 10th Gen,4,1438,148,36990,55190,Intel Core i3 Processor (10th Gen),8 GB DDR4 RAM,1 TB HDD,https://rukminim1.flixcart.com/image/312/312/keaaavk0/computer/x/m/y/lenovo-na-laptop-original-imafuzt8r5jqppfn.jpeg?q=70
ASUS Vivobook 15 OLED (2022) Core i3 12th Gen,4.6,44,9,52500,66990,Get unparalleled power and reliability with the new Intel 12th Gen CPU,15.6 Inch Full HD OLED 16:9 aspect ratio, 0.2ms response time, 600nits HDR peak brightness, 100% DCI-P3 color gamut, VESA CERTIFIED Display HDR True Black 600, 1.07 billion colors, PANTONE Validated, Glossy display, 70% less harmful blue light, TUV Rheinland-certified,Light Laptop without Optical Disk Drive,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/k/b/q/-original-imaghsggzmjg7qgn.jpeg?q=70
DELL Vostro Core i3 10th Gen,4.3,1262,140,38250,38538,Intel Core i3 Processor (10th Gen),4 GB DDR4 RAM,256 GB SSD,https://rukminim1.flixcart.com/image/312/312/ksyz8280/computer/7/b/r/na-thin-and-light-laptop-dell-original-imag6f68yfr2eyvh.jpeg?q=70
HP Laptop 255 G8 Notebook Ryzen 3 Dual Core AMD Ryzen 3,3.5,30,4,39498,0,AMD Ryzen 3 Dual Core Processor,8 GB DDR4 RAM,1 TB HDD,https://rukminim1.flixcart.com/image/312/312/l41n2q80/computer/t/s/w/hp-255-g8-notebook-notebook-hp-original-imagffbhzsyhzhbg.jpeg?q=70
ASUS VivoBook 15 Core i3 10th Gen,4,1911,227,37990,45990,Intel Core i3 Processor (10th Gen),8 GB DDR4 RAM,1 TB HDD,https://rukminim1.flixcart.com/image/312/312/kp2y2kw0/computer/y/0/c/na-thin-and-light-laptop-asus-original-imag3ebnzawky4kn.jpeg?q=70
Lenovo Ideapad Gaming 3 Ryzen 5 Hexa Core AMD R5,4.4,525,69,53490,89490,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/kynb6vk0/computer/k/j/a/-original-imagaufne7h4hgbz.jpeg?q=70
ASUS Vivo Book Core i3 10th Gen,4.6,8,0,38000,42990,Intel Core i3 Processor (10th Gen),4 GB DDR4 RAM,1 TB HDD,https://rukminim1.flixcart.com/image/312/312/kyj0vbk0/computer/i/k/h/vivobook-laptop-asus-original-imagaqug9zfyvg9f.jpeg?q=70
ASUS VivoBook 14 (2021) Celeron Dual Core,4.1,1022,123,25990,33990,Intel Celeron Dual Core Processor,4 GB DDR4 RAM,256 GB SSD,https://rukminim1.flixcart.com/image/312/312/l2m78280/computer/z/e/f/-original-imagdx9szs8xz2rk.jpeg?q=70
ASUS TUF Gaming A17 with 90Whr Battery Ryzen 5 Hexa Core AMD R5,4.4,1669,201,54990,71990,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/l3rmzrk0/computer/z/2/c/-original-imagetjyhhtrtkdg.jpeg?q=70
Lenovo V15 G2 Core i3 11th Gen,4.1,256,16,39699,59760,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/d/t/c/v15-g2-alc-laptop-lenovo-original-imaghq2ffspmtfuh.jpeg?q=70
Lenovo IdeaPad Gaming Core i5 11th Gen,4.3,2796,236,51490,76890,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/ks99aq80/computer/y/z/7/na-gaming-laptop-lenovo-original-imag5ve3jvhgvsnx.jpeg?q=70
ASUS TUF Gaming A17 with 90Whr Battery Ryzen 7 Octa Core AMD R7,4.4,1122,137,67990,94990,AMD Ryzen 7 Octa Core Processor,8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/l3rmzrk0/computer/z/2/c/-original-imagetjyhhtrtkdg.jpeg?q=70
MSI Core i9 13th Gen,0,0,0,399990,447990,Intel Core i9 Processor (13th Gen),32 GB DDR5 RAM,2 TB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/d/w/7/raider-ge78hx-13vh-088in-gaming-laptop-msi-original-imagmmhz3pyvmxbp.jpeg?q=70
realme Book (Slim) Core i3 11th Gen,4.4,12850,1900,46990,54999,Stylish & Portable Thin and Light Laptop,14 inch 2K QHD, IPS LCD Display ( 400nits peak brightness, 100% sRGB, 3:2 aspect ratio, Full Vision Display),Light Laptop without Optical Disk Drive,https://rukminim1.flixcart.com/image/312/312/ksez24w0/computer/v/b/y/rmnb1001-thin-and-light-laptop-realme-original-imag5zhgw27k4tbb.jpeg?q=70
ASUS VivoBook 15 (2022) Core i3 10th Gen,4.3,11098,1094,34990,45990,Intel Core i3 Processor (10th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/e/1/7/-original-imag3ebnzawky4kn.jpeg?q=70
ASUS TUF Dash F15 Core i5 12th Gen,4.5,126,14,77990,122990,Intel Core i5 Processor (12th Gen),16 GB DDR5 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/5/e/r/fx517zc-hn083ws-gaming-laptop-asus-original-imaghksrxzczrbyw.jpeg?q=70
HP Pavilion Ryzen 5 Hexa Core 5625U,4.3,178,25,52999,63325,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/d/w/i/-original-imagmnmsbhuxbazf.jpeg?q=70
acer Nitro 5 Ryzen 5 Hexa Core AMD R5,4.4,336,35,59990,79999,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/y/t/u/-original-imaghhe6ttguxzkq.jpeg?q=70
ASUS VivoBook K15 OLED (2022) Ryzen 5 Hexa Core AMD R5,4.4,1439,167,52990,78990,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,1 TB HDD|256 GB SSD,https://rukminim1.flixcart.com/image/312/312/l15bxjk0/computer/8/4/i/-original-imagcsyu53jxgtqe.jpeg?q=70
DELL Core i5 12th Gen,4.1,78,5,58990,72094,Processor: Intel i5-1235U (Base- 3.30 GHz & Turbo up to 4.40 GHz) 10 Cores,RAM & Storage: 8GB DDR4 & 1TB + 256GB SSD,Display: 15.6" FHD WVA AG 120Hz 250 nits Narrow Border,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/n/r/c/-original-imaghzah5hzzt2hw.jpeg?q=70
ASUS ZenBook Duo 14 (2021) Touch Panel Core i5 11th Gen,4.8,39,4,79990,140990,Intel Core i5 Processor (11th Gen),16 GB LPDDR4X RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/3/b/t/-original-imaghsggffspg9pw.jpeg?q=70
acer Nitro 5 Ryzen 5 Hexa Core AMD R5,4.3,245,27,67990,92999,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/y/t/u/-original-imaghhe6ttguxzkq.jpeg?q=70
MSI Core i9 13th Gen,0,0,0,399990,447990,Intel Core i9 Processor (13th Gen),32 GB DDR5 RAM,2 TB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/d/w/7/raider-ge78hx-13vh-088in-gaming-laptop-msi-original-imagmmhz3pyvmxbp.jpeg?q=70
ASUS VivoBook 15 (2022) Core i3 10th Gen,4.3,11098,1094,34990,45990,Intel Core i3 Processor (10th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/e/1/7/-original-imag3ebnzawky4kn.jpeg?q=70
HP Pavilion Ryzen 5 Hexa Core 5625U,4.3,178,25,52999,63325,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/d/w/i/-original-imagmnmsbhuxbazf.jpeg?q=70
Lenovo IdeaPad Slim 3 Core i3 11th Gen,4.2,19,0,33490,59390,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,256 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/p/m/w/-original-imagg5jscr4hcuqc.jpeg?q=70
ASUS TUF Dash F15 Core i5 12th Gen,4.5,126,14,77990,122990,Intel Core i5 Processor (12th Gen),16 GB DDR5 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/5/e/r/fx517zc-hn083ws-gaming-laptop-asus-original-imaghksrxzczrbyw.jpeg?q=70
ASUS VivoBook K15 OLED (2022) Ryzen 5 Hexa Core AMD R5,4.4,1439,167,52990,78990,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,1 TB HDD|256 GB SSD,https://rukminim1.flixcart.com/image/312/312/l15bxjk0/computer/8/4/i/-original-imagcsyu53jxgtqe.jpeg?q=70
ASUS ZenBook Duo 14 (2021) Touch Panel Core i5 11th Gen,4.8,39,4,79990,140990,Intel Core i5 Processor (11th Gen),16 GB LPDDR4X RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/3/b/t/-original-imaghsggffspg9pw.jpeg?q=70
Lenovo Lenovo IdeaPad Slim 3 Intel Core i3 11th Gen,4.2,276,25,33890,48490,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,256 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/6/t/7/15itl05-thin-and-light-laptop-lenovo-original-imagheh5nvy6gq9k.jpeg?q=70
DELL Core i5 12th Gen,4.1,78,5,58990,72094,Processor: Intel i5-1235U (Base- 3.30 GHz & Turbo up to 4.40 GHz) 10 Cores,RAM & Storage: 8GB DDR4 & 1TB + 256GB SSD,Display: 15.6" FHD WVA AG 120Hz 250 nits Narrow Border,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/n/r/c/-original-imaghzah5hzzt2hw.jpeg?q=70
acer Nitro 5 Core i5 12th Gen,3.9,8,1,77990,109999,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/l1mh7rk0/computer/u/r/m/an515-58-gaming-laptop-acer-original-imagd5zzqqpngwmz.jpeg?q=70
ASUS VivoBook 14 Pentium Silver,4.1,255,32,25990,38990,Intel Pentium Silver Processor,4 GB DDR4 RAM,256 GB SSD,https://rukminim1.flixcart.com/image/312/312/l2m78280/computer/z/e/f/-original-imagdx9szs8xz2rk.jpeg?q=70
HP intel Celeron Dual Core,4.1,23,2,21990,31139,Intel Celeron Dual Core Processor,4 GB LPDDR4 RAM,35.56 cm (14 Inch) Touchscreen Display,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/6/p/a/chromebook-chromebook-hp-original-imagkwj8tahdykbd.jpeg?q=70
HP Intel Core i5 11th Gen,4.4,177,12,53990,60599,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/k/b/8/15s-fr4000tu-thin-and-light-laptop-hp-original-imaghrcwmt7v5svk.jpeg?q=70
HP 15s Intel Core i5 12th Gen,4.2,2177,176,58490,70234,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/y/6/4/-original-imagkqwzbryf6sp7.jpeg?q=70
acer Aspire 3 Ryzen 3 Dual Core 3250U,4.2,535,94,26990,42999,AMD Ryzen 3 Dual Core Processor,8 GB DDR4 RAM,256 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/q/0/8/-original-imagkgr3wcfexyd8.jpeg?q=70
Lenovo IdeaPad Gaming Core i5 11th Gen,4.3,2796,236,51490,76890,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/ks99aq80/computer/y/z/7/na-gaming-laptop-lenovo-original-imag5ve3jvhgvsnx.jpeg?q=70
acer Extensa Core i3 11th Gen,4.2,816,86,34490,43999,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/j/y/l/-original-imagnpcezv5dfdew.jpeg?q=70
APPLE 2020 Macbook Air M1,4.7,9248,827,92900,0,Apple M1 Processor,8 GB DDR4 RAM,256 GB SSD,https://rukminim1.flixcart.com/image/312/312/kp5sya80/screen-guard/tempered-glass/o/v/n/apple-macbook-air-m1-13-3-inch-lightwings-original-imag3gh5xftgbpg3.jpeg?q=70
ASUS Vivobook 15 Core i7 11th Gen,4.2,207,24,56990,80990,Intel Core i7 Processor (11th Gen),16 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/m/q/o/-original-imag7wjdg4dvcdya.jpeg?q=70
ASUS TUF Gaming F15 Core i5 10th Gen,4.4,5280,523,49990,70990,Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/l3rmzrk0/computer/s/z/r/-original-imagetgzg4pgszmt.jpeg?q=70
Lenovo IdeaPad Core i5 11th Gen,4.3,2796,236,53613,83890,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/l/d/c/gaming-3-gaming-laptop-lenovo-original-imaghtkrg8rw6jtp.jpeg?q=70
ASUS TUF Gaming A15 Ryzen 5 Hexa Core AMD R5,4.5,288,29,59990,75990,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,1 TB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/i/j/u/-original-imaggzes4pd7ptkx.jpeg?q=70
HP Ryzen 3 Quad Core R3 3250,4.7,3,0,31990,40815,AMD Ryzen 3 Quad Core Processor,8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/9/v/w/245-g8-business-laptop-hp-original-imagn4bctguugysg.jpeg?q=70
Lenovo IdeaPad 3 Ryzen 5 Hexa Core 5500U,4.3,1674,189,44276,68490,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/2/3/5/-original-imagg5hhjunrv4e4.jpeg?q=70
HP Pavilion Core i7 12th Gen,0,0,0,84999,102473,Intel Core i7 Processor (12th Gen),16 GB DDR4 RAM,1 TB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/2/v/m/-original-imagmnmr59pmudx6.jpeg?q=70
MSI Katana GF66 Core i5 12th Gen,4.5,31,6,74990,111990,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/l2qhjm80/computer/j/h/b/katana-gf66-12ud-gaming-laptop-msi-original-imageym6wfkavhyh.jpeg?q=70
ASUS Vivobook S14 OLED (2022) Intel EVO Core i5 12th Gen,4.5,1348,184,74990,92990,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/l2urv680/computer/h/a/y/-original-image333r3phuvgr.jpeg?q=70
Lenovo IdeaPad Slim 3 Core i3 11th Gen,4.2,19,0,33490,59390,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,256 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/p/m/w/-original-imagg5jscr4hcuqc.jpeg?q=70
ASUS Vivobook 15 OLED (2022) Core i5 12th Gen,4.6,14,1,68990,85990,Get unparalleled power and reliability with the new Intel 12th Gen CPU,15.6 Inch Full HD OLED 16:9 aspect ratio, 0.2ms response time, 600nits HDR peak brightness, 100% DCI-P3 color gamut, VESA CERTIFIED Display HDR True Black 600, 1.07 billion colors, PANTONE Validated, Glossy display, 70% less harmful blue light, TUV Rheinland-certified,Light Laptop without Optical Disk Drive,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/k/b/q/-original-imaghsggzmjg7qgn.jpeg?q=70
ASUS ROG Strix G15 Ryzen 7 Octa Core AMD R7,4.5,200,21,85990,115990,AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,1 TB SSD,https://rukminim1.flixcart.com/image/312/312/l3vxbbk0/computer/g/u/y/-original-imagewgtfgzf8fdd.jpeg?q=70
Lenovo IdeaPad 3 Core i5 11th Gen,4.2,295,21,50990,78990,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/kruyw7k0/computer/f/i/u/na-thin-and-light-laptop-lenovo-original-imag5jy6fsm2yx4q.jpeg?q=70
Lenovo Lenovo IdeaPad Slim 3 Intel Core i3 11th Gen,4.2,276,25,33890,48490,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,256 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/6/t/7/15itl05-thin-and-light-laptop-lenovo-original-imagheh5nvy6gq9k.jpeg?q=70
acer Swift 3 Core i5 12th Gen,4.4,336,53,64931,83999,Intel Core i5 Processor (12th Gen),8 GB LPDDR4X RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/l48s9zk0/computer/e/n/0/-original-imagf6z3yxgmucxj.jpeg?q=70
ASUS ROG Strix G15 (2022) with 90Whr Battery Ryzen 9 Octa Core 6900HX,0,0,0,174990,253990,AMD Ryzen 9 Octa Core Processor,16 GB DDR5 RAM,1 TB SSD,https://rukminim1.flixcart.com/image/312/312/l08gsy80/computer/m/l/h/g513rc-hn083w-gaming-laptop-asus-original-imagc2h7wwznsqzk.jpeg?q=70
ASUS Vivobook Pro 15 OLED Ryzen 7 Octa Core AMD R7,4.5,834,127,65990,88990,AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/x/l/v/-original-imaghrfyjeff4bzv.jpeg?q=70
Lenovo IdeaPad 3 Core i3 11th Gen,4.2,960,74,33990,60890,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,256 GB SSD,https://rukminim1.flixcart.com/image/312/312/keaaavk0/computer/c/q/t/lenovo-na-thin-and-light-laptop-original-imafuzt873zgp9xe.jpeg?q=70
ASUS VivoBook K15 OLED (2022) Core i5 11th Gen,4.3,669,85,64990,85990,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,1 TB HDD|256 GB SSD,https://rukminim1.flixcart.com/image/312/312/l2dmky80/computer/0/3/a/-original-imagdqdytfgwhsah.jpeg?q=70
ASUS TUF GAMING A15 Ryzen 7 Octa Core 4800H,4.8,9,2,79990,98990,AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/t/o/u/fa506icb-hn075w-gaming-laptop-asus-original-imaggtmvgjhypzsb.jpeg?q=70
APPLE 2022 MacBook AIR M2,5,4,0,129990,139000,Apple M2 Processor,8 GB Unified Memory RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/2/v/v/-original-imagfdeqter4sj2j.jpeg?q=70
HP intel Celeron Dual Core,4.1,23,2,21990,31139,Intel Celeron Dual Core Processor,4 GB LPDDR4 RAM,35.56 cm (14 Inch) Touchscreen Display,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/6/p/a/chromebook-chromebook-hp-original-imagkwj8tahdykbd.jpeg?q=70
